season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,highlights,home_key_batsman,home_key_bowler,home_playx1,away_playx1,away_key_batsman,away_key_bowler,match_days,umpire1,umpire2,tv_umpire,referee,reserve_umpire
2023,1359503,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,"29th Match (N), Indian Premier League at Chennai, Apr 21 2023",CSK,SRH,CSK,BOWL FIRST,134/7,138/3,138/3,134/7,CSK,Super Kings won by 7 wkts (8b rem),2023-04-21T14:00Z,2023-04-22T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Aiden Markram,Ravindra Jadeja,"Chennai Super Kings 2, Sunrisers Hyderabad 0",False,18.4,138,3,17,20,134,7,13,"Jadeja and Conway lead CSK to comprehensive win. Super Kings stay in third place, but are now level on points with Royals and Super Giants, the top two","Devon Conway,Ruturaj Gaikwad","Ravindra Jadeja,Akash Singh","Ruturaj Gaikwad (UKN),Devon Conway (UKN),Ajinkya Rahane (UKN),Ambati Rayudu (UKN),Moeen Ali (AR),Shivam Dube (AR),Ravindra Jadeja (AR),MS Dhoni (WK),Tushar Deshpande (BL),Maheesh Theekshana (BL),Matheesha Pathirana (BL),Akash Singh (BL)","Harry Brook (UKN),Abhishek Sharma (AR),Rahul Tripathi (UKN),Aiden Markram (UKN),Heinrich Klaasen (WK),Mayank Agarwal (UKN),Marco Jansen (AR),Washington Sundar (AR),Bhuvneshwar Kumar (BL),Mayank Markande (BL),Umran Malik (BL),Mayank Dagar (BL)","Abhishek Sharma,Rahul Tripathi","Mayank Markande,Aiden Markram",21 April 2023 - night match (20-over match),Saiyed Khalid,Virender Sharma,Nitin Menon,Shakti Singh,Abhijit Bengeri
2023,1359504,Lucknow Super Giants v Gujarat Titans,LSG v GT,"30th Match (D/N), Indian Premier League at Lucknow, Apr 22 2023",LSG,GT,GT,BAT FIRST,135/6,128/7,128/7,135/6,GT,Titans won by 7 runs,2023-04-22T10:00Z,2023-04-23T23:59Z,1070094,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KL Rahul,Hardik Pandya,Mohit Sharma,"Gujarat Titans 2, Lucknow Super Giants 0",False,20,128,7,14,20,135,6,13,"Noor Ahmad, Mohit Sharma lead the way as Titans defend 135. Rahul struggled after a bright start as LSG went boundary-less for the last 45 balls of the chase","KL Rahul,Kyle Mayers","Krunal Pandya,Marcus Stoinis","KL Rahul (UKN),Kyle Mayers (AR),Krunal Pandya (AR),Nicholas Pooran (WK),Ayush Badoni (UKN),Marcus Stoinis (AR),Deepak Hooda (AR),Prerak Mankad (AR),Ravi Bishnoi (BL),Avesh Khan (BL),Naveen-ul-Haq (BL),Amit Mishra (BL)","Wriddhiman Saha (WK),Shubman Gill (UKN),Hardik Pandya (AR),Abhinav Manohar (AR),Vijay Shankar (AR),David Miller (UKN),Rahul Tewatia (AR),Rashid Khan (AR),Mohammed Shami (BL),Noor Ahmad (BL),Mohit Sharma (BL),Jayant Yadav (BL)","Hardik Pandya,Wriddhiman Saha","Noor Ahmad,Mohit Sharma",22 April 2023 - day/night match (20-over match),Akshay Totre,Rod Tucker,Jayaraman Madanagopal,Rajiv Seth,Pranav Joshi
2023,1359505,Mumbai Indians v Punjab Kings,MI v PBKS,"31st Match (N), Indian Premier League at Mumbai, Apr 22 2023",MI,PBKS,MI,BOWL FIRST,214/8,201/6,201/6,214/8,PBKS,Punjab Kings won by 13 runs,2023-04-22T14:00Z,2023-04-23T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Sam Curran,Sam Curran,"Punjab Kings 2, Mumbai Indians 0",False,20,201,6,28,20,214,8,30,Arshdeep magic trumps Suryakumar magic in super fun run-fest. The death overs was where this game came to life and Kings scoring 96 off their last five made a big difference,"Cameron Green,Suryakumar Yadav","Piyush Chawla,Cameron Green","Rohit Sharma (UKN),Ishan Kishan (WK),Cameron Green (AR),Suryakumar Yadav (UKN),Tim David (UKN),Tilak Varma (AR),Nehal Wadhera (UKN),Jofra Archer (BL),Arjun Tendulkar (BL),Hrithik Shokeen (BL),Piyush Chawla (AR),Jason Behrendorff (BL)","Matthew Short (UKN),Prabhsimran Singh (UKN),Atharva Taide (AR),Liam Livingstone (AR),Harpreet Singh (UKN),Sam Curran (AR),Jitesh Sharma (WK),M Shahrukh Khan (UKN),Harpreet Brar (BL),Arshdeep Singh (BL),Rahul Chahar (BL),Nathan Ellis (BL)","Sam Curran,Harpreet Singh","Arshdeep Singh,Liam Livingstone",22 April 2023 - night match (20-over match),Chris Gaffaney,Sadashiv Iyer,Anil Chaudhary,Prakash Bhatt,Madanagopal Kuppuraj
2023,1359506,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,"32nd Match (D/N), Indian Premier League at Bengaluru, Apr 23 2023",RCB,RR,RR,BOWL FIRST,189/9,182/6,189/9,182/6,RCB,RCB won by 7 runs,2023-04-23T10:00Z,2023-04-24T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Sanju Samson,Glenn Maxwell,"Royal Challengers Bangalore 2, Rajasthan Royals 0",False,20,189,9,24,20,182,6,24,"Maxwell and du Plessis set RCB up for tight victory. Royals had their moments with ball and bat, but they ended up with too much to do in Harshal Patel's final over","Glenn Maxwell,Faf du Plessis","Harshal Patel,David Willey","Virat Kohli (UKN),Faf du Plessis (UKN),Shahbaz Ahmed (AR),Glenn Maxwell (AR),Mahipal Lomror (AR),Dinesh Karthik (WK),Suyash Prabhudessai (AR),Wanindu Hasaranga (AR),David Willey (AR),Vijaykumar Vyshak (BL),Mohammed Siraj (BL),Harshal Patel (BL)","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Devdutt Padikkal (UKN),Sanju Samson (WK),Shimron Hetmyer (UKN),Dhruv Jurel (UKN),Ravichandran Ashwin (AR),Abdul Basith (AR),Jason Holder (AR),Trent Boult (BL),Sandeep Sharma (BL),Yuzvendra Chahal (BL)","Devdutt Padikkal,Yashasvi Jaiswal","Trent Boult,Sandeep Sharma",23 April 2023 - day/night match (20-over match),Michael Gough,Saidharshan Kumar,Navdeep Singh,Amit Sharma,Abhijit Bhattacharya
2023,1359507,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,"33rd Match (N), Indian Premier League at Kolkata, Apr 23 2023",KKR,CSK,KKR,BOWL FIRST,235/4,186/8,186/8,235/4,CSK,Super Kings won by 49 runs,2023-04-23T14:00Z,2023-04-24T23:59Z,57980,"Eden Gardens, Kolkata",Nitish Rana,MS Dhoni,Ajinkya Rahane,"Chennai Super Kings 2, Kolkata Knight Riders 0",False,20,186,8,26,20,235,4,32,à®¹à®¾à®à¯à®°à®¿à®à¯ à®µà¯à®±à¯à®±à®¿à®à®³à¯à®à®©à¯ à®®à¯à®¤à®²à®¿à®à®¤à¯à®¤à¯à®à¯à®à¯ à®®à¯à®©à¯à®©à¯à®±à®¿à®¯ à®à®¿à®à®¸à¯à®à¯!. ,"Jason Roy,Rinku Singh","Kulwant Khejroliya,Suyash Sharma","Narayan Jagadeesan (WK),Sunil Narine (AR),Venkatesh Iyer (AR),Nitish Rana (UKN),Jason Roy (UKN),Rinku Singh (UKN),Andre Russell (AR),David Wiese (AR),Umesh Yadav (BL),Varun Chakravarthy (BL),Kulwant Khejroliya (BL),Suyash Sharma (BL)","Ruturaj Gaikwad (UKN),Devon Conway (UKN),Ajinkya Rahane (UKN),Shivam Dube (AR),Ravindra Jadeja (AR),MS Dhoni (WK),Moeen Ali (AR),Ambati Rayudu (UKN),Matheesha Pathirana (BL),Tushar Deshpande (BL),Maheesh Theekshana (BL),Akash Singh (BL)","Ajinkya Rahane,Devon Conway","Maheesh Theekshana,Tushar Deshpande",23 April 2023 - night match (20-over match),Nitin Menon,Tapan Sharma,Virender Sharma,Shakti Singh,Abhijit Bengeri
2023,1359508,Sunrisers Hyderabad v Delhi Capitals,SRH v DC,"34th Match (N), Indian Premier League at Hyderabad, Apr 24 2023",SRH,DC,DC,BAT FIRST,144/9,137/6,137/6,144/9,DC,Capitals won by 7 runs,2023-04-24T14:00Z,2023-04-25T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Aiden Markram,David Warner,Axar Patel,"Delhi Capitals 2, Sunrisers Hyderabad 0",False,20,137,6,14,20,144,9,17,Delhi Capitals hang on to defend 144 against Sunrisers Hyderabad. Washington's all-round effort in vain for Sunrisers as they slide to fifth loss this season,"Mayank Agarwal,Heinrich Klaasen","Washington Sundar,Bhuvneshwar Kumar","Harry Brook (UKN),Mayank Agarwal (UKN),Rahul Tripathi (UKN),Abhishek Sharma (AR),Aiden Markram (UKN),Heinrich Klaasen (WK),Washington Sundar (AR),Marco Jansen (AR),Mayank Markande (BL),Bhuvneshwar Kumar (BL),Umran Malik (BL),T Natarajan (BL)","David Warner (UKN),Phil Salt (WK),Mitchell Marsh (AR),Sarfaraz Khan (UKN),Manish Pandey (UKN),Aman Hakim Khan (AR),Axar Patel (AR),Ripal Patel (UKN),Anrich Nortje (BL),Kuldeep Yadav (BL),Ishant Sharma (BL),Mukesh Kumar (BL)","Manish Pandey,Axar Patel","Axar Patel,Anrich Nortje",24 April 2023 - night match (20-over match),Jayaraman Madanagopal,Rod Tucker,Ulhas Gandhe,Rajiv Seth,Pranav Joshi
2023,1359509,Gujarat Titans v Mumbai Indians,GT v MI,"35th Match (N), Indian Premier League at Ahmedabad, Apr 25 2023",GT,MI,MI,BOWL FIRST,207/6,152/9,207/6,152/9,GT,Titans won by 55 runs,2023-04-25T14:00Z,2023-04-26T23:59Z,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Hardik Pandya,Rohit Sharma,Abhinav Manohar,"Gujarat Titans 2, Mumbai Indians 0",False,20,207,6,26,20,152,9,17,"à®®à¯à®®à¯à®ªà¯à®¯à¯ à®µà¯à®´à¯à®¤à¯à®¤à®¿ 2-à®®à¯ à®à®à®¤à¯à®¤à¯à®à¯à®à¯ à®®à¯à®©à¯à®©à¯à®±à®¿à®¯ à®à¯à®à®°à®¾à®¤à¯!. à®ªà¯à®³à¯à®³à®¿à®à®³à¯ à®ªà®à¯à®à®¿à®¯à®²à®¿à®²à¯ à®à¯à®à®°à®¾à®¤à¯ 2-à®µà®¤à¯ à®à®à®¤à¯à®¤à¯à®à¯à®à¯ à®®à¯à®©à¯à®©à¯à®±, à®®à¯à®®à¯à®ªà¯ 7-à®µà®¤à¯ à®à®à®¤à¯à®¤à®¿à®²à¯ à®à®³à¯à®³à®¤à¯.","Shubman Gill,David Miller","Noor Ahmad,Rashid Khan","Wriddhiman Saha (WK),Shubman Gill (UKN),Hardik Pandya (AR),Vijay Shankar (AR),David Miller (UKN),Abhinav Manohar (AR),Rahul Tewatia (AR),Rashid Khan (AR),Mohit Sharma (BL),Mohammed Shami (BL),Noor Ahmad (BL),Josh Little (BL)","Rohit Sharma (UKN),Ishan Kishan (WK),Cameron Green (AR),Tilak Varma (AR),Suryakumar Yadav (UKN),Tim David (UKN),Nehal Wadhera (UKN),Piyush Chawla (AR),Arjun Tendulkar (BL),Jason Behrendorff (BL),Riley Meredith (BL),Kumar Kartikeya (BL)","Nehal Wadhera,Cameron Green","Piyush Chawla,Arjun Tendulkar",25 April 2023 - night match (20-over match),Anil Chaudhary,Nand Kishore,Chris Gaffaney,Satyajit Satbhai,Mohit Krishnadas
2023,1359510,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,"36th Match (N), Indian Premier League at Bengaluru, Apr 26 2023",RCB,KKR,RCB,BOWL FIRST,200/5,179/8,179/8,200/5,KKR,KKR won by 21 runs,2023-04-26T14:00Z,2023-04-27T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Nitish Rana,Varun Chakravarthy,"Kolkata Knight Riders 2, Royal Challengers Bangalore 0",False,20,179,8,19,20,200,5,28,Varun and Suyash wreck RCB's chase again. KKR's new opener Jason Roy set them up for a total of 200 by smashing 56 off 29 balls,"Virat Kohli,Mahipal Lomror","Wanindu Hasaranga,Vijaykumar Vyshak","Virat Kohli (UKN),Faf du Plessis (UKN),Shahbaz Ahmed (AR),Glenn Maxwell (AR),Mahipal Lomror (AR),Dinesh Karthik (WK),Suyash Prabhudessai (AR),Wanindu Hasaranga (AR),David Willey (AR),Vijaykumar Vyshak (BL),Mohammed Siraj (BL),Harshal Patel (BL)","Jason Roy (UKN),Narayan Jagadeesan (WK),Venkatesh Iyer (AR),Nitish Rana (UKN),Andre Russell (AR),Rinku Singh (UKN),David Wiese (AR),Sunil Narine (AR),Vaibhav Arora (BL),Umesh Yadav (BL),Varun Chakravarthy (BL),Suyash Sharma (BL)","Jason Roy,Nitish Rana","Varun Chakravarthy,Andre Russell",26 April 2023 - night match (20-over match),KN Ananthapadmanabhan,Rohan Pandit,Michael Gough,Amit Sharma,Abhijit Bhattacharya
2023,1359511,Rajasthan Royals v Chennai Super Kings,RR v CSK,"37th Match (N), Indian Premier League at Jaipur, Apr 27 2023",RR,CSK,RR,BAT FIRST,202/5,170/6,202/5,170/6,RR,Royals won by 32 runs,2023-04-27T14:00Z,2023-04-28T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Sanju Samson,MS Dhoni,Yashasvi Jaiswal,"Rajasthan Royals 2, Chennai Super Kings 0",False,20,202,5,27,20,170,6,20,Jaiswal and Zampa take Royals to the top of the table. Rajasthan scored the first 200-plus total in the IPL in Jaipur to beat CSK for the second time this season,"Yashasvi Jaiswal,Dhruv Jurel","Adam Zampa,Ravichandran Ashwin","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Shimron Hetmyer (UKN),Dhruv Jurel (UKN),Devdutt Padikkal (UKN),Ravichandran Ashwin (AR),Jason Holder (AR),Sandeep Sharma (BL),Yuzvendra Chahal (BL),Adam Zampa (BL),Kuldip Yadav (BL)","Ruturaj Gaikwad (UKN),Devon Conway (UKN),Ajinkya Rahane (UKN),Shivam Dube (AR),Ambati Rayudu (UKN),Moeen Ali (AR),Ravindra Jadeja (AR),MS Dhoni (WK),Matheesha Pathirana (BL),Tushar Deshpande (BL),Maheesh Theekshana (BL),Akash Singh (BL)","Shivam Dube,Ruturaj Gaikwad","Tushar Deshpande,Maheesh Theekshana",27 April 2023 - night match (20-over match),Yeshwant Barde,Akshay Totre,Rod Tucker,Manu Nayyar,Mohamed Rafi
2023,1359512,Punjab Kings v Lucknow Super Giants,PBKS v LSG,"38th Match (N), Indian Premier League at Chandigarh, Apr 28 2023",PBKS,LSG,KXIP,BOWL FIRST,257/5,201,201,257/5,LSG,Super Giants won by 56 runs,2023-04-28T14:00Z,2023-04-29T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Shikhar Dhawan,KL Rahul,Marcus Stoinis,"Lucknow Super Giants 2, Punjab Kings 0",False,19.5,201,10,26,20,257,5,41,"Stoinis, Mayers star in LSG's performance for the ages. They ended six runs short of the highest-ever IPL total, with Pooran and Badoni also contributing to the run-fest","Atharva Taide,Sikandar Raza","Kagiso Rabada,Liam Livingstone","Prabhsimran Singh (UKN),Shikhar Dhawan (UKN),Atharva Taide (AR),Sikandar Raza (AR),Liam Livingstone (AR),Sam Curran (AR),Jitesh Sharma (WK),M Shahrukh Khan (UKN),Rahul Chahar (BL),Kagiso Rabada (BL),Arshdeep Singh (BL),Gurnoor Brar (BL)","KL Rahul (UKN),Kyle Mayers (AR),Ayush Badoni (UKN),Marcus Stoinis (AR),Nicholas Pooran (WK),Deepak Hooda (AR),Krunal Pandya (AR),Naveen-ul-Haq (BL),Ravi Bishnoi (BL),Avesh Khan (BL),Yash Thakur (BL),Amit Mishra (BL)","Marcus Stoinis,Kyle Mayers","Yash Thakur,Naveen-ul-Haq",28 April 2023 - night match (20-over match),Nitin Menon,Vinod Seshan,Saiyed Khalid,Shakti Singh,VM  Dhokre
2023,1359513,Kolkata Knight Riders v Gujarat Titans,KKR v GT,"39th Match (D/N), Indian Premier League at Kolkata, Apr 29 2023",KKR,GT,GT,BOWL FIRST,179/7,180/3,179/7,180/3,GT,Titans won by 7 wkts (13b rem),2023-04-29T10:00Z,2023-04-30T23:59Z,57980,"Eden Gardens, Kolkata",Nitish Rana,Hardik Pandya,Josh Little,"Gujarat Titans 2, Kolkata Knight Riders 0",False,20,179,7,24,17.5,180,3,23,"Noor, Little, Gill, Shankar give clinical Gujarat Titans top spot. Gurbaz smashed 81 off 39 but found little support from his team-mates before the Titans batters sealed the chase","Rahmanullah Gurbaz,Andre Russell","Sunil Narine,Harshit Rana","Narayan Jagadeesan (WK),Rahmanullah Gurbaz (UKN),Shardul Thakur (BL),Venkatesh Iyer (AR),Nitish Rana (UKN),Rinku Singh (UKN),Andre Russell (AR),David Wiese (AR),Sunil Narine (AR),Harshit Rana (BL),Varun Chakravarthy (BL),Suyash Sharma (BL)","Wriddhiman Saha (WK),Shubman Gill (UKN),Hardik Pandya (AR),Vijay Shankar (AR),David Miller (UKN),Abhinav Manohar (AR),Rahul Tewatia (AR),Rashid Khan (AR),Noor Ahmad (BL),Mohammed Shami (BL),Josh Little (BL),Mohit Sharma (BL)","Vijay Shankar,Shubman Gill","Mohammed Shami,Noor Ahmad",29 April 2023 - day/night match (20-over match),Nikhil Patwardhan,Sadashiv Iyer,Chris Gaffaney,Satyajit Satbhai,Mohit Krishnadas
2023,1359514,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,"40th Match (N), Indian Premier League at Delhi, Apr 29 2023",DC,SRH,SRH,BAT FIRST,197/6,188/6,188/6,197/6,SRH,Sunrisers won by 9 runs,2023-04-29T14:00Z,2023-04-30T23:59Z,58040,"Arun Jaitley Stadium, Delhi",David Warner,Aiden Markram,Mitchell Marsh,"Sunrisers Hyderabad 2, Delhi Capitals 0",False,20,188,6,22,20,197,6,26,"SRH overcome mighty Marsh to end losing streak. Abhishek, Klaasen and Markande shine for Sunrisers to keep Capitals rooted to the bottom of the points table","Mitchell Marsh,Phil Salt","Mitchell Marsh,Axar Patel","David Warner (UKN),Phil Salt (WK),Mitchell Marsh (AR),Manish Pandey (UKN),Priyam Garg (UKN),Sarfaraz Khan (UKN),Axar Patel (AR),Ripal Patel (UKN),Kuldeep Yadav (BL),Anrich Nortje (BL),Mukesh Kumar (BL),Ishant Sharma (BL)","Abhishek Sharma (AR),Mayank Agarwal (UKN),Rahul Tripathi (UKN),Aiden Markram (UKN),Harry Brook (UKN),Heinrich Klaasen (WK),Abdul Samad (UKN),Akeal Hosein (BL),Mayank Markande (BL),Bhuvneshwar Kumar (BL),Umran Malik (BL),T Natarajan (BL)","Abhishek Sharma,Heinrich Klaasen","Mayank Markande,Abhishek Sharma",29 April 2023 - night match (20-over match),Michael Gough,Navdeep Singh,Saidharshan Kumar,Narayanan Kutty,Parashar Joshi
2023,1359515,Chennai Super Kings v Punjab Kings,CSK v PBKS,"41st Match (D/N), Indian Premier League at Chennai, Apr 30 2023",CSK,PBKS,CSK,BAT FIRST,200/4,201/6,200/4,201/6,PBKS,Punjab Kings won by 4 wkts (0b rem),2023-04-30T10:00Z,2023-05-01T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Shikhar Dhawan,Devon Conway,"Punjab Kings 2, Chennai Super Kings 0",False,20,200,4,29,20,201,6,22,Raza trumps Pathirana as Punjab Kings win last-ball thriller. Devon Conway's unbeaten 92 and MS Dhoni's late sixes took CSK to 200 but it didn't prove enough,"Devon Conway,Ruturaj Gaikwad","Tushar Deshpande,Ravindra Jadeja","Ruturaj Gaikwad (UKN),Devon Conway (UKN),Shivam Dube (AR),Moeen Ali (AR),Ravindra Jadeja (AR),MS Dhoni (WK),Ajinkya Rahane (UKN),Matheesha Pathirana (BL),Tushar Deshpande (BL),Maheesh Theekshana (BL),Ambati Rayudu (UKN),Akash Singh (BL)","Prabhsimran Singh (UKN),Shikhar Dhawan (UKN),Atharva Taide (AR),Liam Livingstone (AR),Sam Curran (AR),Jitesh Sharma (WK),M Shahrukh Khan (UKN),Sikandar Raza (AR),Harpreet Brar (BL),Rahul Chahar (BL),Arshdeep Singh (BL),Kagiso Rabada (BL)","Prabhsimran Singh,Liam Livingstone","Rahul Chahar,Sikandar Raza",30 April 2023 - day/night match (20-over match),Ulhas Gandhe,Rod Tucker,Yeshwant Barde,Manu Nayyar,Mohamed Rafi
2023,1359516,Mumbai Indians v Rajasthan Royals,MI v RR,"42nd Match (N), Indian Premier League at Mumbai, Apr 30 2023",MI,RR,RR,BAT FIRST,212/7,214/4,214/4,212/7,MI,Mumbai won by 6 wkts (3b rem),2023-04-30T14:00Z,2023-05-01T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Sanju Samson,Yashasvi Jaiswal,"Mumbai Indians 2, Rajasthan Royals 0",False,19.3,214,4,31,20,212,7,32,"David goes 6, 6, 6 in final over to trump Jaiswal's stunning hundred. In the 1000th IPL game, Mumbai Indians become the first team in the tournament history to chase down a 200-plus total at the Wankhede","Suryakumar Yadav,Tim David","Arshad Khan,Piyush Chawla","Rohit Sharma (UKN),Ishan Kishan (WK),Cameron Green (AR),Suryakumar Yadav (UKN),Tilak Varma (AR),Tim David (UKN),Piyush Chawla (AR),Jofra Archer (BL),Kumar Kartikeya (BL),Riley Meredith (BL),Arshad Khan (BL)","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Devdutt Padikkal (UKN),Jason Holder (AR),Shimron Hetmyer (UKN),Dhruv Jurel (UKN),Ravichandran Ashwin (AR),Trent Boult (BL),Sandeep Sharma (BL),Yuzvendra Chahal (BL),Kuldeep Sen (BL)","Yashasvi Jaiswal,Jos Buttler","Ravichandran Ashwin,Sandeep Sharma",30 April 2023 - night match (20-over match),Virender Sharma,Vinod Seshan,Tapan Sharma,Javagal Srinath,VM  Dhokre
